"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2000:Q1","Next9",34.4,32.5,27.5,17.2,34.4,39.4,31.1,34.3,20.1,20.1,11.5,49.2
"2000:Q1","Next40",32.9,34.4,46.1,42.5,15.9,46.9,12.8,34.2,43.7,48.6,34.9,25.2
"2000:Q1","Bottom50",3.5,7.2,14.8,23.6,1.3,4.2,1.4,5.4,31.7,26.4,53.6,9.8
"2000:Q2","Top1",28.6,25.3,12,16.6,47.5,9.3,53.3,26.4,4.5,4.9,0,16.9
"2000:Q2","Next9",34.6,32.6,27.4,17.3,34.8,39.7,31.9,34.1,19.8,20.1,11.1,48
"2000:Q2","Next40",33.4,34.8,46.2,42.4,16.4,46.7,13.3,34.1,43.8,48.5,35.6,24.8
"2000:Q2","Bottom50",3.4,7.3,14.4,23.7,1.3,4.3,1.5,5.4,31.9,26.5,53.3,10.3
"2000:Q3","Top1",28.5,25.2,12,16.6,46.9,9.2,53.2,27.1,4.4,4.8,0,16.9
"2000:Q3","Next9",34.5,32.5,27.3,17.4,35.2,39.9,31.9,33,19.8,20.4,10.7,48.7
"2000:Q3","Next40",33.6,35,46.2,42.4,16.6,46.8,13.5,34.4,43.2,47.2,36.7,24.1
"2000:Q3","Bottom50",3.3,7.4,14.5,23.6,1.3,4.2,1.4,5.4,32.6,27.5,52.7,10.4
"2000:Q4","Top1",27.7,24.4,12.2,16.2,44.9,8.8,51.7,29,4.6,5,0.1,19.7
"2000:Q4","Next9",34.8,32.5,27.5,17.9,36,40.1,32.4,32.1,18.8,20,9.7,44.7
"2000:Q4","Next40",34.1,35.6,46.2,42.4,17.7,47,14.5,33.6,44.8,48.9,38.3,24
"2000:Q4","Bottom50",3.4,7.4,14,23.5,1.4,4.2,1.4,5.3,31.8,26.2,51.9,11.7
"2001:Q1","Top1",26.9,23.7,12.6,15.6,42.9,8.2,50.2,30.7,4.8,5.1,0.4,23.2
"2001:Q1","Next9",34.9,32.5,27.5,18.7,36.9,40.3,32.5,31.6,18.1,19.8,8.9,40.3
"2001:Q1","Next40",34.9,36.4,46.6,42.4,18.8,47.5,16,32.3,45.5,49.5,38.5,23.7
"2001:Q1","Bottom50",3.4,7.4,13.3,23.3,1.4,4,1.4,5.3,31.6,25.5,52.2,12.7
"2001:Q2","Top1",26.9,23.7,12.6,16.1,42.9,7.7,51.4,29.9,4.9,5.2,0.3,23.7
"2001:Q2","Next9",35.1,32.7,27.7,18.3,37,40.6,31.4,32.5,17.9,19.5,9.1,40.3
"2001:Q2","Next40",34.7,36.3,46.4,42.4,18.6,47.8,16,32.3,46,50.3,38.3,23.3
"2001:Q2","Bottom50",3.3,7.3,13.3,23.2,1.5,3.9,1.2,5.3,31.1,24.9,52.3,12.8
"2001:Q3","Top1",26,22.8,12.5,15.3,40.1,7,49.3,32.1,4.8,5.1,0.7,19.4
"2001:Q3","Next9",35.2,32.7,27.7,19.5,38.4,40.9,31.8,31.7,18.7,20.2,8,47.2
"2001:Q3","Next40",35.7,37,46.4,42.4,20,48.4,17.6,31.1,44.5,48.2,39,21.9
"2001:Q3","Bottom50",3.1,7.4,13.4,22.7,1.5,3.7,1.3,5.1,32,26.6,52.3,11.5
"2001:Q4","Top1",26.6,23.4,12.9,15.7,41.9,6.9,51,31.6,5.3,5.6,0.8,25.4
"2001:Q4","Next9",35,32.4,27.6,19,37.3,41.2,30.7,30.7,17.2,18.9,8.3,39.7
"2001:Q4","Next40",35.1,36.9,46.5,42.4,19.3,48.3,17.2,32.5,47.5,51.9,39.6,22.4
"2001:Q4","Bottom50",3.3,7.2,13,23,1.5,3.6,1.2,5.2,30,23.6,51.3,12.5
"2002:Q1","Top1",26.6,23.5,13.2,15.6,42.5,6.9,50.8,31.4,5.3,5.6,0.7,27
"2002:Q1","Next9",35.1,32.5,27.6,19.2,37,41.4,30.7,31.3,17.2,19,8.5,38.3
"2002:Q1","Next40",35.1,36.9,46.5,42.3,19.1,48.1,17.3,32.2,47.3,51.7,38.9,22.2
"2002:Q1","Bottom50",3.2,7.1,12.7,22.9,1.4,3.6,1.2,5.1,30.2,23.7,51.9,12.5
"2002:Q2","Top1",26,22.9,13.4,14.7,41.8,6.6,48.7,31.7,5.5,5.6,1.2,30.9
