"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2017:Q1","pct60to80",13386959,16690597,4698949,1140693,1492669,6152718,713961,2491608,3303638,2227899,987239,88500
"2017:Q1","pct40to60",6962323,8863542,2931122,748995,570925,2604383,280462,1727654,1901219,1170174,700228,30817
"2017:Q1","pct20to40",3869062,4949424,1828228,535900,299853,1109419,240351,935673,1080362,588652,462757,28954
"2017:Q1","pct00to20",2020132,2695768,991012,315113,253883,295211,386610,453939,675635,306261,275147,94227
"2017:Q2","pct99to100",24118747,25167189,3478496,752146,9370506,1667466,4833687,5064888,1048442,693419,132156,222867
"2017:Q2","pct80to99",44919393,51116046,11686111,1736856,10778531,13165619,5225342,8523588,6196653,4863215,1099871,233568
"2017:Q2","pct60to80",13606624,16941569,4782427,1145815,1546131,6231130,727492,2508574,3334945,2235711,1011235,87999
"2017:Q2","pct40to60",7013115,8941201,3006274,746132,566482,2627947,280375,1713990,1928086,1186641,710075,31370
"2017:Q2","pct20to40",3933199,5032541,1863886,538776,311127,1129605,235965,953182,1099342,596256,472284,30801
"2017:Q2","pct00to20",2071701,2757897,1058190,312476,245742,303923,372955,464611,686196,313890,270019,102288
"2017:Q3","pct99to100",24719430,25766336,3515061,758905,9749378,1703895,4973051,5066045,1046906,690392,135223,221291
"2017:Q3","pct80to99",45827832,52066499,11923608,1746086,11150134,13327531,5335569,8583570,6238668,4898421,1113924,226323
"2017:Q3","pct60to80",13903722,17271232,4892508,1155149,1601245,6352355,723659,2546317,3367509,2237100,1044384,86025
"2017:Q3","pct40to60",7057051,9016978,3069986,743753,559434,2650583,269713,1723508,1959927,1212247,717026,30654
"2017:Q3","pct20to40",3980035,5096369,1895265,545644,323362,1152942,228586,950570,1116334,607189,478484,30661
"2017:Q3","pct00to20",2055109,2753357,1088736,309686,234913,312102,346792,461128,698248,326872,264428,106948
"2017:Q4","pct99to100",25763134,26823763,3575258,769250,10374624,1750891,5186339,5167400,1060629,684744,140091,235794
"2017:Q4","pct80to99",46878881,53195483,12095293,1758771,11788029,13456386,5506468,8590535,6316602,4926897,1125843,263862
"2017:Q4","pct60to80",14350995,17755019,5001738,1169858,1677781,6540921,710112,2654609,3404024,2229023,1092211,82790
"2017:Q4","pct40to60",7089566,9090200,3116436,740394,540503,2674055,248731,1770082,2000635,1243707,728520,28407
"2017:Q4","pct20to40",4029106,5173442,1921419,558095,340528,1178333,216096,958971,1144335,620508,492143,31685
"2017:Q4","pct00to20",1991984,2691282,1095529,306257,213583,318558,301633,455721,699298,343627,249378,106294
"2018:Q1","pct99to100",25731131,26783766,3551244,761850,10340207,1754125,5197947,5178393,1052635,676318,135704,240614
"2018:Q1","pct80to99",47386562,53732306,12249418,1779496,11709711,13520261,5517331,8956088,6345743,4950970,1127889,266884
"2018:Q1","pct60to80",14421491,17786405,5036542,1181847,1690597,6528515,731828,2617075,3364913,2209905,1073765,81243
"2018:Q1","pct40to60",7207656,9219703,3157905,757005,549392,2687032,261952,1806418,2012047,1259827,724489,27731
"2018:Q1","pct20to40",4088068,5235818,1942556,565482,342186,1176465,219617,989512,1147751,628648,486690,32413
"2018:Q1","pct00to20",2073358,2804868,1142619,314153,219265,319635,320130,489066,731510,358615,260956,111940
"2018:Q2","pct99to100",26147225,27198217,3542312,766136,10513654,1784207,5376184,5215722,1050991,673882,138160,238949
"2018:Q2","pct80to99",48073970,54459999,12501483,1794576,11850563,13622487,5659447,9031443,6386029,4988222,1135711,262096
"2018:Q2","pct60to80",14665627,18058251,5123403,1195067,1721852,6634753,740811,2642366,3392624,2213085,1097083,82455
"2018:Q2","pct40to60",7292057,9333923,3233776,761574,548558,2706650,257813,1825551,2041866,1280668,731681,29516
"2018:Q2","pct20to40",4134780,5301483,1978434,576139,347828,1189391,213401,996290,1166703,637704,494845,34154
"2018:Q2","pct00to20",2116174,2861921,1204781,316034,216563,323397,302219,498928,745747,370118,254700,120929
"2018:Q3","pct99to100",26904864,27959327,3569633,781925,11046531,1834040,5473344,5253853,1054463,672133,141691,240639
"2018:Q3","pct80to99",49041398,55486757,12712007,1807052,12398043,13666113,5762401,9141142,6445359,5031059,1151920,262380
"2018:Q3","pct60to80",14992883,18453453,5211265,1212475,1785184,6880351,688712,2675466,3460570,2220713,1158673,81185
"2018:Q3","pct40to60",7308604,9382701,3290569,756607,531388,2725532,218394,1860211,2074097,1303122,742281,28694
"2018:Q3","pct20to40",4183699,5371582,2005503,593557,361860,1208110,198303,1004247,1187883,647098,506773,34012
"2018:Q3","pct00to20",2084665,2826018,1236062,314369,197955,323967,245238,508428,741353,381798,237784,121771
"2018:Q4","pct99to100",25243305,26322395,3633355,733932,9370965,1745253,5335866,5503025,1079090,669218,180435,229438
"2018:Q4","pct80to99",47224234,53681592,12833082,1844411,10538161,13520175,5623226,9322537,6457358,5046116,1177867,233374
"2018:Q4","pct60to80",14796097,18176282,5317734,1216646,1640301,6471404,830338,2699859,3380185,2213256,1082039,84890
"2018:Q4","pct40to60",7533583,9671421,3331184,809500,611613,2714245,317845,1887033,2137838,1332695,771837,33306
"2018:Q4","pct20to40",4126168,5341956,2031365,581707,324952,1143225,233071,1027634,1215788,659888,519393,36508
